Availability 30;Availability 60;Availability 90;Availability 365;Accommodates;Bathrooms;Bedrooms;Beds;Price;Cleaning Fee;Guests Included;Neighbourhood Cleansed_mean_encoded;Neighbourhood Group Cleansed_mean_encoded;Room Type_mean_encoded
5;5;5;102;2;2.0;1.0;1.0;150.0;0.0;1;137.16959064327486;85.65113636363637;87.29660587639312
0;0;10;10;1;5.0;1.0;1.0;20.0;0.0;1;85.58936170212766;72.77179221548025;34.25513598121698
20;50;80;147;2;1.0;1.0;1.0;22.0;10.0;1;33.410714285714285;46.363751584283904;34.25513598121698
1;3;9;86;6;2.0;3.0;4.0;144.0;35.0;4;78.0656192236599;72.77179221548025;87.29660587639312
28;58;88;88;1;1.0;1.0;1.0;50.0;25.0;1;137.16959064327486;85.65113636363637;87.29660587639312
7;20;41;49;6;2.0;2.0;3.0;120.0;50.0;4;78.0656192236599;72.77179221548025;87.29660587639312
12;42;72;347;1;1.0;1.0;1.0;20.0;0.0;1;50.0;39.63456090651558;34.25513598121698
5;13;36;311;2;1.0;0.0;1.0;25.0;30.0;1;67.61974944731024;72.77179221548025;87.29660587639312
8;19;28;79;3;1.0;1.0;1.0;48.0;35.0;2;60.342919153553986;72.77179221548025;87.29660587639312
5;35;64;339;3;1.0;1.0;2.0;70.0;19.0;1;64.08641975308642;52.2472647702407;87.29660587639312
12;37;56;80;2;1.0;1.0;1.0;36.0;10.0;3;84.93013100436681;85.65113636363637;34.25513598121698
0;10;32;120;2;1.0;1.0;1.0;38.0;10.0;1;56.62637362637363;71.9791013584117;87.29660587639312
2;10;18;18;2;1.0;1.0;1.0;37.0;5.0;2;68.84;66.16144578313254;34.25513598121698
27;57;87;177;2;0.0;1.0;1.0;31.0;7.0;1;60.342919153553986;72.77179221548025;34.25513598121698
6;18;38;129;4;1.0;0.0;2.0;60.0;20.0;3;52.86641221374046;46.363751584283904;87.29660587639312
7;37;67;157;1;2.0;1.0;1.0;15.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
16;46;76;351;2;1.0;1.0;1.0;52.0;0.0;1;87.48611111111111;73.31741573033707;34.25513598121698
30;60;90;181;1;1.0;1.0;2.0;42.0;0.0;1;38.40425531914894;57.39890710382514;34.25513598121698
6;36;66;67;1;1.0;1.0;1.0;30.0;10.0;1;59.791666666666664;52.2472647702407;34.25513598121698
26;56;86;86;2;1.5;1.0;1.0;30.0;0.0;1;28.140350877192983;39.63456090651558;34.25513598121698
1;2;4;197;4;1.0;1.0;1.0;63.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
11;30;59;325;2;1.0;1.0;1.0;23.0;0.0;1;49.3;39.35897435897436;34.25513598121698
11;36;60;320;4;1.0;1.0;2.0;43.0;0.0;2;52.86641221374046;46.363751584283904;87.29660587639312
0;17;47;48;1;1.0;1.0;1.0;15.0;0.0;1;40.82608695652174;44.23841059602649;34.25513598121698
10;30;57;332;2;1.0;0.0;1.0;45.0;20.0;2;78.90445859872611;72.77179221548025;87.29660587639312
8;23;29;98;4;1.0;1.0;2.0;77.0;25.0;2;82.51466666666667;72.77179221548025;87.29660587639312
3;33;63;256;2;1.0;1.0;1.0;70.0;30.0;2;75.41904761904762;70.86238532110092;87.29660587639312
21;51;81;356;1;1.0;1.0;1.0;35.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
3;3;25;25;2;1.0;1.0;1.0;48.0;20.0;1;78.90445859872611;72.77179221548025;87.29660587639312
0;0;2;160;5;1.0;2.0;3.0;45.0;15.0;2;60.342919153553986;72.77179221548025;87.29660587639312
15;45;75;166;2;1.0;1.0;1.0;120.0;0.0;1;78.90445859872611;72.77179221548025;87.29660587639312
10;20;34;305;2;1.0;0.0;1.0;109.0;25.0;1;85.58936170212766;72.77179221548025;87.29660587639312
15;42;72;311;2;1.0;1.0;1.0;32.0;11.0;1;82.55238095238096;71.9791013584117;34.25513598121698
3;3;8;283;1;1.0;1.0;1.0;21.0;0.0;1;48.333333333333336;52.2472647702407;34.25513598121698
12;27;46;319;6;2.0;3.0;3.0;90.0;40.0;2;78.90445859872611;72.77179221548025;87.29660587639312
16;35;57;330;4;1.0;1.0;1.0;129.0;30.0;3;60.342919153553986;72.77179221548025;87.29660587639312
0;0;6;96;2;1.0;1.0;2.0;50.0;0.0;1;82.51466666666667;72.77179221548025;34.25513598121698
10;23;40;304;6;2.0;2.0;5.0;149.0;48.0;4;82.51466666666667;72.77179221548025;87.29660587639312
21;51;81;356;3;1.0;1.0;2.0;30.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
5;24;48;49;2;1.0;1.0;1.0;30.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
19;33;55;330;1;1.0;1.0;1.0;30.0;0.0;1;59.763636363636365;57.39890710382514;34.25513598121698
8;21;45;318;4;1.0;1.0;1.0;78.0;15.0;2;78.0656192236599;72.77179221548025;87.29660587639312
4;8;8;8;4;1.0;1.0;2.0;60.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
13;43;69;159;3;1.0;2.0;2.0;80.0;15.0;3;78.90445859872611;72.77179221548025;87.29660587639312
11;36;57;330;4;1.0;1.0;3.0;80.0;40.0;2;82.51466666666667;72.77179221548025;87.29660587639312
0;0;0;0;1;1.0;1.0;1.0;15.0;0.0;1;52.86641221374046;46.363751584283904;34.25513598121698
11;25;55;330;4;1.0;2.0;3.0;108.0;45.0;2;63.11538461538461;73.31741573033707;87.29660587639312
29;59;89;364;2;1.0;1.0;2.0;30.0;0.0;1;59.791666666666664;52.2472647702407;34.25513598121698
21;22;22;87;1;1.0;1.0;1.0;30.0;0.0;1;82.55238095238096;71.9791013584117;34.25513598121698
15;39;61;336;3;1.0;1.0;1.0;90.0;0.0;1;67.61974944731024;72.77179221548025;87.29660587639312
23;53;83;83;2;1.0;1.0;1.0;20.0;0.0;1;34.36363636363637;36.6605504587156;34.25513598121698
16;42;72;347;1;1.0;1.0;1.0;35.0;0.0;1;68.84;66.16144578313254;34.25513598121698
1;1;3;180;4;2.0;2.0;2.0;113.0;77.0;2;78.0656192236599;72.77179221548025;87.29660587639312
1;2;11;238;4;1.0;2.0;3.0;78.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
27;57;87;88;1;1.0;1.0;1.0;25.0;0.0;1;59.791666666666664;52.2472647702407;34.25513598121698
0;0;0;97;2;6.0;1.0;1.0;45.0;0.0;1;82.39354838709677;71.9791013584117;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;25.0;0.0;1;34.875;36.6605504587156;34.25513598121698
0;0;0;96;4;1.0;2.0;3.0;70.0;10.0;1;87.48611111111111;73.31741573033707;87.29660587639312
0;0;5;280;4;1.0;2.0;2.0;55.0;30.0;2;32.53225806451613;34.444148936170215;87.29660587639312
28;58;88;363;1;1.0;1.0;1.0;25.0;0.0;1;44.111111111111114;44.23841059602649;34.25513598121698
18;25;55;330;1;0.0;1.0;1.0;20.0;0.0;1;45.62222222222222;38.298611111111114;34.25513598121698
0;0;0;217;5;1.0;2.0;3.0;55.0;25.0;2;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;40.0;0.0;1;45.717241379310344;46.363751584283904;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;10.0;0.0;1;33.42307692307692;44.23841059602649;34.25513598121698
7;26;52;314;5;1.0;2.0;4.0;60.0;40.0;2;85.58936170212766;72.77179221548025;87.29660587639312
2;3;11;11;3;1.0;1.0;2.0;48.0;8.0;1;85.58936170212766;72.77179221548025;34.25513598121698
14;35;59;59;2;1.0;1.0;1.0;18.0;0.0;1;31.4375;38.298611111111114;34.25513598121698
5;5;19;19;4;1.0;1.0;2.0;65.0;25.0;2;82.51466666666667;72.77179221548025;87.29660587639312
26;56;86;87;2;1.0;1.0;1.0;39.0;12.0;1;60.342919153553986;72.77179221548025;34.25513598121698
10;25;25;26;6;1.0;2.0;3.0;79.0;20.0;2;78.0656192236599;72.77179221548025;87.29660587639312
0;26;56;331;2;1.0;1.0;2.0;21.0;0.0;1;82.55238095238096;71.9791013584117;34.25513598121698
27;57;87;88;1;1.5;3.0;1.0;30.0;20.0;1;50.0;39.63456090651558;87.29660587639312
5;13;25;121;2;1.0;1.0;1.0;15.0;5.0;1;39.3235294117647;38.298611111111114;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;70.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
5;12;24;296;3;1.0;0.0;2.0;63.0;20.0;2;85.58936170212766;72.77179221548025;87.29660587639312
7;12;29;301;4;1.0;1.0;2.0;65.0;0.0;1;56.62637362637363;71.9791013584117;87.29660587639312
5;11;11;15;6;1.0;1.0;1.0;85.0;35.0;2;78.0656192236599;72.77179221548025;87.29660587639312
29;59;89;364;1;1.0;1.0;1.0;29.0;10.0;1;53.4264705882353;85.65113636363637;34.25513598121698
0;0;7;269;6;2.0;3.0;5.0;100.0;30.0;4;45.62222222222222;38.298611111111114;87.29660587639312
11;35;65;336;2;1.0;1.0;1.0;20.0;5.0;1;52.86641221374046;46.363751584283904;34.25513598121698
0;0;18;293;2;2.0;1.0;1.0;25.0;15.0;1;85.58936170212766;72.77179221548025;34.25513598121698
26;56;86;361;1;1.0;1.0;1.0;35.0;0.0;1;50.16216216216216;46.363751584283904;34.25513598121698
0;6;32;307;1;1.0;1.0;1.0;30.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;24;51;319;4;1.0;1.0;2.0;99.0;0.0;2;85.58936170212766;72.77179221548025;87.29660587639312
22;52;82;357;2;1.0;1.0;1.0;35.0;10.0;1;84.93013100436681;85.65113636363637;34.25513598121698
6;24;45;320;2;1.0;1.0;1.0;50.0;0.0;1;56.62637362637363;71.9791013584117;87.29660587639312
0;0;0;274;2;1.0;1.0;2.0;60.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
11;34;59;149;7;2.0;3.0;3.0;179.0;30.0;6;78.90445859872611;72.77179221548025;87.29660587639312
1;6;10;238;3;1.0;0.0;1.0;75.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
17;44;72;347;4;1.0;1.0;3.0;65.0;30.0;2;82.51466666666667;72.77179221548025;87.29660587639312
1;1;5;280;2;1.0;1.0;1.0;20.0;20.0;1;43.833333333333336;46.363751584283904;34.25513598121698
0;0;7;178;6;1.0;3.0;4.0;60.0;25.0;2;39.3235294117647;38.298611111111114;87.29660587639312
27;52;74;341;2;1.0;1.0;1.0;65.0;0.0;1;49.3;39.35897435897436;87.29660587639312
8;31;61;237;2;1.0;1.0;1.0;25.0;0.0;2;37.12562814070352;34.444148936170215;34.25513598121698
30;60;90;365;8;1.5;3.0;5.0;275.0;0.0;1;82.51466666666667;72.77179221548025;87.29660587639312
7;20;40;315;3;1.0;1.0;2.0;42.0;29.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;128;3;1.0;1.0;1.0;25.0;20.0;1;43.833333333333336;46.363751584283904;87.29660587639312
4;24;45;128;4;1.0;1.0;1.0;85.0;25.0;2;65.95817490494296;66.16144578313254;87.29660587639312
0;13;43;43;1;1.0;1.0;1.0;30.0;0.0;1;58.53846153846154;44.23841059602649;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;18.0;0.0;1;68.84;66.16144578313254;34.25513598121698
3;11;32;115;6;2.0;2.0;3.0;150.0;40.0;3;85.58936170212766;72.77179221548025;87.29660587639312
9;21;42;317;4;1.0;1.0;1.0;50.0;25.0;2;67.61974944731024;72.77179221548025;87.29660587639312
7;19;49;324;1;2.0;1.0;1.0;21.0;0.0;1;33.410714285714285;46.363751584283904;34.25513598121698
11;41;66;248;1;1.0;1.0;1.0;21.0;0.0;1;55.97435897435897;51.07333333333333;34.25513598121698
25;55;85;360;1;1.0;1.0;1.0;15.0;0.0;1;35.88235294117647;36.21621621621622;34.25513598121698
5;5;5;42;3;4.5;1.0;2.0;30.0;10.0;2;78.90445859872611;72.77179221548025;34.25513598121698
5;23;53;106;2;1.0;0.0;1.0;60.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;1;13;115;4;1.0;1.0;2.0;63.0;36.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;68;2;1.0;1.0;1.0;19.0;5.0;1;34.875;36.6605504587156;34.25513598121698
10;32;62;152;4;1.0;1.0;1.0;70.0;24.0;2;78.90445859872611;72.77179221548025;87.29660587639312
30;60;90;365;2;1.0;1.0;1.0;50.0;0.0;1;58.53846153846154;44.23841059602649;34.25513598121698
12;42;72;347;2;1.0;1.0;1.0;38.0;12.0;1;60.342919153553986;72.77179221548025;34.25513598121698
10;16;20;264;8;2.0;2.0;5.0;140.0;30.0;4;53.4264705882353;85.65113636363637;87.29660587639312
8;25;37;306;4;1.0;2.0;2.0;68.0;0.0;2;82.39354838709677;71.9791013584117;87.29660587639312
9;9;9;9;2;1.0;1.0;1.0;60.0;70.0;1;45.717241379310344;46.363751584283904;87.29660587639312
1;9;18;212;4;1.0;1.0;3.0;80.0;25.0;2;82.51466666666667;72.77179221548025;87.29660587639312
0;0;0;217;3;1.0;1.0;2.0;40.0;20.0;1;60.342919153553986;72.77179221548025;34.25513598121698
7;32;51;227;6;2.0;1.0;2.0;67.0;0.0;4;45.306451612903224;52.2472647702407;87.29660587639312
13;43;73;348;4;1.0;0.0;4.0;65.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;40.0;10.0;1;33.410714285714285;46.363751584283904;87.29660587639312
4;5;11;250;4;1.0;1.0;3.0;37.0;25.0;1;78.0656192236599;72.77179221548025;87.29660587639312
5;15;33;308;3;1.0;1.0;2.0;56.0;25.0;1;85.58936170212766;72.77179221548025;87.29660587639312
7;24;24;24;3;1.0;1.0;1.0;78.0;0.0;2;65.95817490494296;66.16144578313254;87.29660587639312
7;28;58;327;6;1.0;2.0;4.0;80.0;0.0;2;58.56521739130435;70.86238532110092;87.29660587639312
0;5;32;307;2;1.0;0.0;1.0;60.0;20.0;1;60.33673469387755;73.31741573033707;87.29660587639312
7;37;67;342;1;1.0;1.0;1.0;50.0;0.0;1;65.95817490494296;66.16144578313254;34.25513598121698
8;32;59;334;2;1.0;1.0;1.0;75.0;0.0;1;78.90445859872611;72.77179221548025;87.29660587639312
4;4;11;286;4;1.0;2.0;2.0;60.0;10.0;1;45.42696629213483;46.363751584283904;87.29660587639312
6;21;51;326;4;1.0;1.0;2.0;80.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
0;0;0;0;1;1.0;1.0;1.0;14.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
30;60;90;181;1;1.0;1.0;1.0;70.0;0.0;1;101.6;73.31741573033707;34.25513598121698
0;10;40;41;2;1.0;1.0;1.0;58.0;15.0;2;60.33673469387755;73.31741573033707;87.29660587639312
2;32;62;337;2;1.0;1.0;1.0;38.0;0.0;1;82.51466666666667;72.77179221548025;34.25513598121698
9;19;27;302;2;1.0;1.0;1.0;45.0;15.0;1;67.61974944731024;72.77179221548025;87.29660587639312
7;25;48;320;6;1.0;3.0;3.0;60.0;20.0;4;55.23684210526316;39.63456090651558;87.29660587639312
0;9;39;47;2;1.0;1.0;1.0;19.0;0.0;1;32.53225806451613;34.444148936170215;34.25513598121698
6;6;6;55;5;1.0;1.0;3.0;55.0;0.0;2;60.342919153553986;72.77179221548025;87.29660587639312
10;40;64;154;2;1.0;0.0;1.0;52.0;25.0;1;67.61974944731024;72.77179221548025;87.29660587639312
9;28;56;211;4;1.0;1.0;2.0;50.0;20.0;1;78.90445859872611;72.77179221548025;87.29660587639312
24;49;63;335;2;1.0;1.0;1.0;32.0;30.0;1;72.94174757281553;71.9791013584117;34.25513598121698
30;60;90;365;1;1.0;1.0;1.0;30.0;0.0;1;57.316901408450704;71.9791013584117;29.853403141361255
12;27;45;106;2;1.0;1.0;1.0;50.0;40.0;1;78.90445859872611;72.77179221548025;87.29660587639312
0;5;35;310;4;1.0;1.0;1.0;50.0;30.0;1;84.93013100436681;85.65113636363637;87.29660587639312
5;9;9;9;4;1.0;1.0;2.0;55.0;0.0;2;60.342919153553986;72.77179221548025;87.29660587639312
20;41;62;337;2;1.0;1.0;2.0;36.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
4;7;14;246;2;1.0;0.0;1.0;50.0;15.0;2;82.51466666666667;72.77179221548025;87.29660587639312
13;25;42;313;6;1.5;2.0;3.0;70.0;20.0;3;60.342919153553986;72.77179221548025;87.29660587639312
0;13;43;287;3;1.0;1.0;1.0;18.0;5.0;1;28.555555555555557;34.444148936170215;34.25513598121698
28;57;87;362;2;1.0;1.0;1.0;55.0;0.0;1;64.08641975308642;52.2472647702407;34.25513598121698
0;20;50;325;2;1.0;1.0;2.0;15.0;15.0;1;37.5625;51.07333333333333;34.25513598121698
30;60;90;365;1;1.0;1.0;1.0;30.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
9;21;37;124;8;1.0;2.0;4.0;78.0;22.0;4;69.28571428571429;53.35443037974684;87.29660587639312
10;38;68;69;2;1.0;1.0;1.0;23.0;15.0;1;37.12562814070352;34.444148936170215;34.25513598121698
23;53;83;358;2;2.0;1.0;1.0;28.0;5.0;1;56.62637362637363;71.9791013584117;34.25513598121698
10;39;69;344;4;2.0;1.0;4.0;19.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
17;47;77;77;2;1.0;1.0;1.0;40.0;5.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;25.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
3;27;57;103;2;1.0;1.0;1.0;60.0;0.0;1;66.7984496124031;85.65113636363637;87.29660587639312
11;39;58;58;2;1.0;1.0;1.0;35.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
19;34;64;339;2;0.5;1.0;1.0;32.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
0;0;3;187;4;1.0;0.0;2.0;69.0;15.0;2;85.58936170212766;72.77179221548025;87.29660587639312
6;20;20;117;3;1.0;1.0;2.0;26.0;0.0;2;37.12562814070352;34.444148936170215;34.25513598121698
27;57;87;362;4;2.0;2.0;3.0;150.0;58.0;1;116.19791666666667;85.65113636363637;87.29660587639312
7;27;46;65;4;1.0;0.0;1.0;75.0;22.0;1;78.90445859872611;72.77179221548025;87.29660587639312
10;10;21;21;7;3.5;3.0;3.0;259.0;0.0;2;137.16959064327486;85.65113636363637;87.29660587639312
0;0;0;0;3;1.0;1.0;2.0;65.0;20.0;1;78.90445859872611;72.77179221548025;87.29660587639312
12;28;47;224;7;1.0;3.0;5.0;85.0;35.0;3;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;0;3;1.0;1.0;1.0;70.0;0.0;1;78.90445859872611;72.77179221548025;87.29660587639312
7;31;50;198;6;2.0;2.0;3.0;74.0;0.0;4;45.306451612903224;52.2472647702407;87.29660587639312
2;25;47;138;4;1.5;1.0;2.0;73.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
4;4;4;4;2;1.5;1.0;1.0;20.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;6;37;1;2.0;1.0;1.0;38.0;30.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;6;36;36;3;2.0;2.0;2.0;41.0;30.0;1;59.763636363636365;57.39890710382514;87.29660587639312
1;1;8;164;2;1.0;1.0;1.0;65.0;20.0;1;56.62637362637363;71.9791013584117;87.29660587639312
0;0;0;0;2;2.0;1.0;1.0;70.0;50.0;4;116.19791666666667;85.65113636363637;34.25513598121698
16;46;76;341;4;1.0;2.0;3.0;51.0;20.0;3;42.92307692307692;51.07333333333333;87.29660587639312
1;9;32;306;2;1.0;1.0;1.0;50.0;30.0;1;33.410714285714285;46.363751584283904;87.29660587639312
5;12;23;278;6;3.0;3.0;4.0;340.0;70.0;1;137.16959064327486;85.65113636363637;87.29660587639312
12;33;63;153;4;1.0;1.0;1.0;49.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;236;2;1.0;1.0;2.0;45.0;15.0;1;44.75;57.39890710382514;34.25513598121698
13;37;67;342;3;2.0;1.0;2.0;35.0;12.0;2;78.90445859872611;72.77179221548025;34.25513598121698
30;60;90;365;2;1.0;1.0;1.0;87.0;0.0;1;72.94174757281553;71.9791013584117;34.25513598121698
5;10;21;296;1;1.0;1.0;1.0;35.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
0;6;36;311;3;1.0;1.0;2.0;50.0;40.0;2;60.342919153553986;72.77179221548025;87.29660587639312
5;18;41;41;3;3.0;1.0;1.0;20.0;10.0;2;85.58936170212766;72.77179221548025;34.25513598121698
9;18;40;315;2;1.0;1.0;1.0;49.0;20.0;1;60.342919153553986;72.77179221548025;87.29660587639312
15;15;15;15;2;1.0;1.0;1.0;150.0;0.0;1;67.61974944731024;72.77179221548025;87.29660587639312
19;38;68;342;6;2.0;3.0;4.0;124.0;0.0;3;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;3;2.0;2.0;2.0;200.0;0.0;1;82.55238095238096;71.9791013584117;87.29660587639312
0;5;27;51;2;1.0;1.0;1.0;63.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
1;11;11;230;4;2.0;2.0;2.0;150.0;40.0;4;82.51466666666667;72.77179221548025;87.29660587639312
0;0;0;54;2;1.0;1.0;1.0;39.0;0.0;1;33.410714285714285;46.363751584283904;34.25513598121698
30;60;90;365;2;1.0;1.0;1.0;65.0;0.0;1;142.83333333333334;57.39890710382514;34.25513598121698
14;33;54;327;3;1.0;1.0;1.0;70.0;0.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;3;1.0;1.0;1.0;60.0;30.0;1;67.61974944731024;72.77179221548025;87.29660587639312
1;13;33;118;3;1.0;1.0;2.0;50.0;25.0;2;78.0656192236599;72.77179221548025;87.29660587639312
7;27;51;141;4;1.0;1.0;2.0;58.0;0.0;2;60.342919153553986;72.77179221548025;87.29660587639312
17;47;77;77;1;1.0;1.0;1.0;23.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
11;35;65;66;2;2.0;1.0;1.0;50.0;10.0;1;78.90445859872611;72.77179221548025;34.25513598121698
8;28;49;120;2;1.0;1.0;1.0;19.0;12.0;2;33.410714285714285;46.363751584283904;34.25513598121698
3;14;33;275;4;1.0;1.0;1.0;90.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
1;8;8;40;3;1.0;1.0;1.0;59.0;28.0;2;67.61974944731024;72.77179221548025;87.29660587639312
7;37;62;90;4;2.0;2.0;3.0;110.0;0.0;2;65.95817490494296;66.16144578313254;87.29660587639312
8;27;46;321;4;1.0;1.0;2.0;59.0;20.0;2;78.90445859872611;72.77179221548025;87.29660587639312
0;0;5;280;2;2.0;1.0;1.0;40.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
30;60;90;365;2;1.0;1.0;2.0;38.0;0.0;1;28.166666666666668;39.63456090651558;34.25513598121698
0;0;0;0;4;3.0;2.0;2.0;150.0;35.0;4;60.342919153553986;72.77179221548025;87.29660587639312
11;35;55;320;4;1.0;1.0;1.0;110.0;30.0;1;78.0656192236599;72.77179221548025;87.29660587639312
23;53;83;358;2;1.0;1.0;2.0;40.0;30.0;1;60.342919153553986;72.77179221548025;34.25513598121698
19;49;74;332;2;1.0;1.0;2.0;23.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
1;4;25;136;5;2.0;3.0;3.0;80.0;40.0;2;52.86641221374046;46.363751584283904;87.29660587639312
0;23;53;328;1;1.5;1.0;1.0;22.0;15.0;1;57.316901408450704;71.9791013584117;34.25513598121698
10;22;44;167;4;1.0;2.0;2.0;80.0;30.0;2;85.58936170212766;72.77179221548025;87.29660587639312
25;55;85;360;2;2.0;1.0;2.0;29.0;0.0;1;45.306451612903224;52.2472647702407;34.25513598121698
8;8;13;14;2;1.0;1.0;1.0;49.0;9.0;2;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;3;1.0;0.0;1.0;55.0;30.0;2;65.95817490494296;66.16144578313254;87.29660587639312
6;36;66;341;7;1.0;1.0;1.0;120.0;35.0;2;85.58936170212766;72.77179221548025;87.29660587639312
5;5;20;295;5;1.0;1.0;3.0;70.0;0.0;4;45.717241379310344;46.363751584283904;87.29660587639312
0;0;0;66;4;1.0;1.0;2.0;70.0;0.0;2;67.61974944731024;72.77179221548025;87.29660587639312
15;42;72;347;3;1.0;1.0;2.0;50.0;30.0;2;52.86641221374046;46.363751584283904;87.29660587639312
9;30;52;323;7;1.0;2.0;4.0;108.0;20.0;4;85.58936170212766;72.77179221548025;87.29660587639312
2;2;2;2;1;1.5;1.0;1.0;22.0;0.0;1;52.86641221374046;46.363751584283904;34.25513598121698
0;17;47;322;1;1.0;1.0;1.0;22.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
2;10;29;114;2;1.0;1.0;2.0;31.0;0.0;1;37.964285714285715;70.86238532110092;34.25513598121698
14;44;72;308;2;0.0;1.0;1.0;50.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
0;4;34;69;1;3.0;1.0;1.0;35.0;30.0;1;82.51466666666667;72.77179221548025;34.25513598121698
0;0;0;158;2;0.5;1.0;1.0;45.0;0.0;1;69.28571428571429;53.35443037974684;34.25513598121698
2;5;9;218;4;1.0;0.0;2.0;97.0;0.0;2;82.51466666666667;72.77179221548025;87.29660587639312
0;1;24;260;2;0.5;1.0;1.0;43.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
0;0;0;23;3;1.0;1.0;2.0;55.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
23;53;83;358;2;1.0;1.0;2.0;18.0;30.0;1;29.7;66.16144578313254;34.25513598121698
0;0;0;244;1;1.0;1.0;1.0;19.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
14;28;58;333;2;1.0;0.0;1.0;55.0;10.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;8;33;124;5;1.0;4.0;4.0;120.0;30.0;5;34.36363636363637;36.6605504587156;87.29660587639312
7;24;43;315;4;1.0;1.0;2.0;55.0;0.0;2;59.791666666666664;52.2472647702407;87.29660587639312
8;16;38;63;3;1.0;1.0;2.0;45.0;0.0;2;34.875;36.6605504587156;87.29660587639312
2;19;49;324;3;1.0;1.0;1.0;55.0;18.0;1;56.62637362637363;71.9791013584117;87.29660587639312
3;33;63;338;4;1.0;2.0;1.0;75.0;40.0;2;40.07692307692308;39.35897435897436;87.29660587639312
0;0;0;92;4;2.0;3.0;3.0;110.0;36.0;4;60.342919153553986;72.77179221548025;87.29660587639312
27;57;87;362;2;1.0;1.0;1.0;59.0;6.0;1;67.61974944731024;72.77179221548025;34.25513598121698
4;13;29;304;2;1.0;1.0;1.0;41.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;10;285;3;1.0;2.0;2.0;51.0;30.0;2;45.42696629213483;46.363751584283904;87.29660587639312
0;0;0;250;2;1.0;1.0;2.0;31.0;0.0;1;44.111111111111114;44.23841059602649;87.29660587639312
0;24;54;329;3;2.0;1.0;2.0;75.0;30.0;1;53.4264705882353;85.65113636363637;87.29660587639312
9;21;41;139;4;2.0;2.0;2.0;91.0;40.0;1;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;2.0;55.0;10.0;1;67.44444444444444;51.07333333333333;87.29660587639312
2;11;27;293;4;1.0;1.0;1.0;35.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
5;5;5;150;3;1.0;1.0;2.0;55.0;15.0;2;78.90445859872611;72.77179221548025;87.29660587639312
