Availability 30;Availability 60;Availability 90;Availability 365;Accommodates;Bathrooms;Bedrooms;Beds;Price;Cleaning Fee;Guests Included;Neighbourhood Cleansed_mean_encoded;Neighbourhood Group Cleansed_mean_encoded;Room Type_mean_encoded
7;31;61;68;2;1.0;1.0;1.0;33.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
29;59;89;364;1;1.0;1.0;1.0;30.0;0.0;1;43.65;35.46875;34.25513598121698
0;0;0;0;4;1.0;1.0;2.0;85.0;30.0;2;82.51466666666667;72.77179221548025;87.29660587639312
1;15;45;167;2;0.0;1.0;2.0;24.0;0.0;1;45.717241379310344;46.363751584283904;34.25513598121698
11;32;32;32;4;1.0;1.0;1.0;68.0;20.0;1;60.342919153553986;72.77179221548025;87.29660587639312
9;22;52;327;4;2.0;2.0;4.0;198.0;60.0;2;137.16959064327486;85.65113636363637;87.29660587639312
4;33;63;338;2;1.0;1.0;1.0;48.0;0.0;2;82.39354838709677;71.9791013584117;34.25513598121698
10;37;60;332;2;1.0;1.0;1.0;50.0;10.0;1;78.90445859872611;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;0.0;1.0;78.0;40.0;1;78.90445859872611;72.77179221548025;87.29660587639312
12;25;42;301;6;1.5;2.0;3.0;110.0;40.0;5;82.51466666666667;72.77179221548025;87.29660587639312
14;28;58;148;2;1.0;1.0;1.0;25.0;0.0;1;38.40425531914894;57.39890710382514;34.25513598121698
0;5;35;310;5;1.0;2.0;3.0;55.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
0;0;0;97;2;1.0;1.0;1.0;30.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;0;0;35;8;2.0;2.0;4.0;120.0;30.0;4;82.51466666666667;72.77179221548025;87.29660587639312
8;19;31;269;2;1.0;1.0;2.0;55.0;15.0;1;85.58936170212766;72.77179221548025;87.29660587639312
0;4;12;102;2;1.0;1.0;1.0;45.0;0.0;1;52.86641221374046;46.363751584283904;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;50.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
6;35;65;340;1;1.0;1.0;1.0;25.0;0.0;1;66.7984496124031;85.65113636363637;34.25513598121698
3;10;19;72;4;1.0;2.0;3.0;77.0;15.0;2;67.61974944731024;72.77179221548025;87.29660587639312
28;58;88;363;1;1.0;1.0;1.0;30.0;0.0;1;59.791666666666664;52.2472647702407;34.25513598121698
0;0;0;221;2;1.0;1.0;1.0;26.0;0.0;1;56.62637362637363;71.9791013584117;34.25513598121698
30;60;90;365;2;1.0;1.0;2.0;33.0;10.0;1;34.875;36.6605504587156;34.25513598121698
0;4;10;10;2;1.0;1.0;1.0;30.0;10.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;10.0;5.0;1;58.56521739130435;70.86238532110092;34.25513598121698
10;27;51;320;2;1.0;1.0;1.0;50.0;20.0;1;45.717241379310344;46.363751584283904;87.29660587639312
22;52;82;83;1;1.0;1.0;1.0;26.0;6.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;10;40;130;1;1.0;1.0;1.0;20.0;0.0;1;60.33673469387755;73.31741573033707;34.25513598121698
20;26;41;162;2;1.0;1.0;1.0;24.0;15.0;1;60.342919153553986;72.77179221548025;34.25513598121698
9;22;48;323;4;1.0;1.0;2.0;74.0;55.0;2;85.58936170212766;72.77179221548025;87.29660587639312
12;18;28;171;2;1.0;1.0;1.0;82.0;77.0;2;67.61974944731024;72.77179221548025;87.29660587639312
3;10;22;268;2;1.0;1.0;1.0;27.0;7.0;2;67.61974944731024;72.77179221548025;34.25513598121698
6;12;18;80;4;1.0;2.0;3.0;85.0;32.0;2;78.0656192236599;72.77179221548025;87.29660587639312
2;8;24;241;2;1.0;1.0;2.0;17.0;0.0;1;32.53225806451613;34.444148936170215;34.25513598121698
11;32;35;310;4;1.0;1.0;4.0;55.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
12;17;27;255;6;2.0;2.0;4.0;100.0;25.0;2;85.58936170212766;72.77179221548025;87.29660587639312
8;23;31;241;4;1.0;1.0;2.0;40.0;0.0;2;78.90445859872611;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;27.0;7.0;1;36.888888888888886;39.35897435897436;34.25513598121698
12;42;72;347;2;1.0;1.0;1.0;45.0;10.0;2;78.0656192236599;72.77179221548025;34.25513598121698
8;21;34;301;4;2.0;0.0;3.0;133.0;37.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;2;28;301;4;1.0;2.0;3.0;58.0;0.0;1;47.87931034482759;36.6605504587156;87.29660587639312
3;23;53;322;2;1.0;1.0;2.0;33.0;0.0;1;45.717241379310344;46.363751584283904;29.853403141361255
7;26;52;321;4;1.0;1.0;2.0;120.0;50.0;2;85.58936170212766;72.77179221548025;87.29660587639312
9;32;52;117;4;1.0;1.0;2.0;60.0;25.0;1;103.72222222222223;70.86238532110092;87.29660587639312
2;5;14;228;4;2.0;2.0;3.0;85.0;45.0;1;60.342919153553986;72.77179221548025;87.29660587639312
1;10;15;234;6;1.0;2.0;4.0;95.0;0.0;4;60.342919153553986;72.77179221548025;87.29660587639312
4;9;34;309;6;2.0;3.0;4.0;200.0;50.0;1;57.316901408450704;71.9791013584117;87.29660587639312
1;4;9;13;2;1.0;0.0;1.0;40.0;10.0;1;60.342919153553986;72.77179221548025;87.29660587639312
15;42;72;162;1;1.0;1.0;1.0;29.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
3;3;21;293;1;1.0;1.0;2.0;30.0;5.0;1;85.58936170212766;72.77179221548025;34.25513598121698
0;0;0;97;1;1.0;1.0;1.0;27.0;0.0;1;50.22222222222222;44.23841059602649;34.25513598121698
0;0;0;107;2;1.0;1.0;1.0;23.0;20.0;1;71.97058823529412;66.16144578313254;34.25513598121698
0;0;5;89;4;1.0;1.0;2.0;48.0;15.0;1;60.342919153553986;72.77179221548025;87.29660587639312
5;26;45;135;2;1.0;1.0;1.0;33.0;0.0;1;84.93013100436681;85.65113636363637;34.25513598121698
12;36;58;320;4;1.0;0.0;2.0;65.0;25.0;1;78.90445859872611;72.77179221548025;87.29660587639312
0;0;9;9;1;1.0;1.0;1.0;17.0;0.0;1;35.88235294117647;36.21621621621622;34.25513598121698
2;6;10;69;5;2.0;2.0;4.0;92.0;32.0;2;85.58936170212766;72.77179221548025;87.29660587639312
5;23;42;317;6;1.0;3.0;3.0;85.0;60.0;4;78.90445859872611;72.77179221548025;87.29660587639312
0;6;22;273;2;2.0;1.0;1.0;25.0;15.0;1;60.342919153553986;72.77179221548025;34.25513598121698
0;0;1;1;4;1.0;2.0;2.0;80.0;30.0;2;82.51466666666667;72.77179221548025;87.29660587639312
9;12;28;286;6;2.0;2.0;3.0;85.0;30.0;1;33.410714285714285;46.363751584283904;87.29660587639312
2;32;62;337;3;2.0;1.0;3.0;24.0;0.0;1;56.857142857142854;57.39890710382514;34.25513598121698
1;24;33;33;1;1.5;1.0;1.0;16.0;0.0;1;30.875;36.21621621621622;34.25513598121698
0;0;0;0;4;3.0;2.0;2.0;100.0;10.0;1;66.7984496124031;85.65113636363637;87.29660587639312
12;42;72;72;2;1.0;1.0;1.0;23.0;10.0;1;45.42696629213483;46.363751584283904;34.25513598121698
4;11;25;179;2;1.0;1.0;1.0;25.0;15.0;1;60.342919153553986;72.77179221548025;87.29660587639312
9;9;9;72;2;1.0;2.0;1.0;80.0;23.0;1;75.41904761904762;70.86238532110092;87.29660587639312
7;37;67;342;2;1.0;1.0;1.0;30.0;0.0;1;45.42696629213483;46.363751584283904;34.25513598121698
30;60;90;365;6;2.0;4.0;6.0;200.0;0.0;1;85.58936170212766;72.77179221548025;87.29660587639312
8;19;36;309;2;1.0;0.0;1.0;50.0;30.0;1;67.61974944731024;72.77179221548025;87.29660587639312
6;36;66;157;1;1.0;1.0;1.0;20.0;20.0;1;66.7984496124031;85.65113636363637;34.25513598121698
9;23;41;297;4;2.0;2.0;2.0;110.0;40.0;2;60.342919153553986;72.77179221548025;87.29660587639312
7;15;31;304;2;1.0;1.0;1.0;53.0;20.0;1;60.342919153553986;72.77179221548025;87.29660587639312
24;51;77;168;3;1.0;1.0;2.0;18.0;0.0;1;32.31818181818182;34.444148936170215;34.25513598121698
6;15;22;196;2;1.0;1.0;1.0;35.0;10.0;1;60.342919153553986;72.77179221548025;34.25513598121698
3;13;39;308;4;1.0;2.0;3.0;69.0;0.0;1;67.61974944731024;72.77179221548025;87.29660587639312
7;17;38;67;2;1.0;1.0;2.0;25.0;10.0;1;67.61974944731024;72.77179221548025;87.29660587639312
4;11;19;262;6;1.0;2.0;2.0;69.0;20.0;3;52.05555555555556;46.363751584283904;87.29660587639312
0;0;0;0;9;1.5;5.0;5.0;78.0;0.0;1;82.55238095238096;71.9791013584117;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;45.0;0.0;1;45.42696629213483;46.363751584283904;34.25513598121698
29;59;89;364;2;1.0;1.0;1.0;51.0;0.0;2;58.62222222222222;73.31741573033707;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;10.0;0.0;1;25.107142857142858;33.50632911392405;29.853403141361255
5;16;30;305;4;1.5;1.0;2.0;75.0;20.0;2;85.58936170212766;72.77179221548025;87.29660587639312
1;14;40;95;4;1.5;0.0;2.0;65.0;25.0;2;78.0656192236599;72.77179221548025;87.29660587639312
5;11;41;316;1;1.0;1.0;1.0;21.0;0.0;1;38.40425531914894;57.39890710382514;34.25513598121698
0;0;0;0;2;1.0;1.0;2.0;40.0;10.0;2;58.56521739130435;70.86238532110092;34.25513598121698
30;60;90;365;1;1.0;1.0;1.0;32.0;25.0;1;59.791666666666664;52.2472647702407;34.25513598121698
0;0;0;0;3;1.0;1.0;1.0;40.0;10.0;1;60.342919153553986;72.77179221548025;87.29660587639312
17;47;50;316;2;1.0;1.0;1.0;35.0;5.0;1;85.58936170212766;72.77179221548025;34.25513598121698
0;0;0;0;2;1.0;1.0;1.0;68.0;30.0;1;67.61974944731024;72.77179221548025;87.29660587639312
11;32;60;335;4;1.0;1.0;2.0;82.0;20.0;2;78.0656192236599;72.77179221548025;87.29660587639312
13;40;59;149;3;1.0;1.0;1.0;48.0;25.0;2;78.0656192236599;72.77179221548025;87.29660587639312
2;6;15;230;4;1.0;1.0;2.0;79.0;20.0;1;85.58936170212766;72.77179221548025;87.29660587639312
30;60;90;180;2;1.5;1.0;1.0;22.0;12.0;1;34.875;36.6605504587156;34.25513598121698
0;0;0;3;4;1.0;3.0;4.0;147.0;60.0;1;56.62637362637363;71.9791013584117;87.29660587639312
5;12;27;278;4;1.0;1.0;2.0;50.0;30.0;4;33.410714285714285;46.363751584283904;87.29660587639312
5;5;5;5;4;1.0;1.0;1.0;65.0;0.0;1;78.90445859872611;72.77179221548025;87.29660587639312
3;17;37;312;2;1.0;0.0;2.0;40.0;15.0;1;82.55238095238096;71.9791013584117;87.29660587639312
6;20;43;312;4;1.0;1.0;2.0;95.0;40.0;1;60.342919153553986;72.77179221548025;87.29660587639312
2;2;18;287;8;2.0;3.0;3.0;200.0;45.0;5;67.61974944731024;72.77179221548025;87.29660587639312
0;6;6;262;4;1.0;1.0;2.0;68.0;35.0;2;72.94174757281553;71.9791013584117;87.29660587639312
1;1;24;115;4;1.5;2.0;2.0;65.0;50.0;1;59.4375;44.23841059602649;87.29660587639312
8;19;41;42;2;1.0;1.0;1.0;30.0;5.0;1;75.41904761904762;70.86238532110092;34.25513598121698
4;8;35;195;2;1.0;0.0;1.0;55.0;25.0;1;60.342919153553986;72.77179221548025;87.29660587639312
21;51;81;356;1;1.0;1.0;1.0;17.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
24;50;78;166;1;1.0;1.0;1.0;26.0;15.0;1;82.55238095238096;71.9791013584117;34.25513598121698
1;1;4;4;7;1.0;2.0;7.0;170.0;0.0;1;137.16959064327486;85.65113636363637;87.29660587639312
0;0;0;250;4;1.0;1.0;2.0;60.0;0.0;1;57.316901408450704;71.9791013584117;87.29660587639312
1;1;7;7;2;1.0;1.0;1.0;44.0;5.0;1;67.61974944731024;72.77179221548025;34.25513598121698
4;27;45;135;3;1.0;1.0;2.0;52.0;20.0;2;82.51466666666667;72.77179221548025;87.29660587639312
27;57;87;362;8;2.0;1.0;6.0;25.0;5.0;1;17.5;39.35897435897436;34.25513598121698
27;57;87;177;1;1.0;1.0;1.0;20.0;0.0;1;24.733333333333334;34.444148936170215;34.25513598121698
6;17;47;137;3;1.0;1.0;3.0;18.0;10.0;1;58.56521739130435;70.86238532110092;34.25513598121698
0;0;0;265;2;1.0;1.0;2.0;24.0;0.0;1;43.833333333333336;46.363751584283904;34.25513598121698
30;60;90;365;2;1.0;0.0;1.0;525.0;0.0;1;50.0;39.63456090651558;87.29660587639312
0;0;0;0;5;3.0;5.0;5.0;80.0;50.0;1;57.316901408450704;71.9791013584117;87.29660587639312
7;36;66;341;3;1.0;1.0;3.0;26.0;0.0;1;66.7984496124031;85.65113636363637;34.25513598121698
11;35;60;322;6;1.0;2.0;4.0;125.0;40.0;6;85.58936170212766;72.77179221548025;87.29660587639312
4;14;35;303;3;1.0;1.0;1.0;80.0;0.0;2;67.61974944731024;72.77179221548025;87.29660587639312
12;27;56;328;2;1.0;1.0;1.0;25.0;0.0;1;84.93013100436681;85.65113636363637;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;33.0;20.0;1;56.62637362637363;71.9791013584117;34.25513598121698
9;39;63;333;4;1.0;1.0;2.0;120.0;75.0;3;78.90445859872611;72.77179221548025;87.29660587639312
12;28;46;134;4;1.0;1.0;3.0;20.0;10.0;1;37.12562814070352;34.444148936170215;34.25513598121698
19;33;63;336;6;2.0;2.0;3.0;149.0;40.0;4;85.58936170212766;72.77179221548025;87.29660587639312
7;12;16;253;2;1.0;1.0;1.0;69.0;30.0;1;85.58936170212766;72.77179221548025;87.29660587639312
29;59;89;364;2;1.5;1.0;1.0;125.0;15.0;1;84.93013100436681;85.65113636363637;34.25513598121698
20;45;74;346;2;2.0;1.0;1.0;40.0;10.0;1;78.0656192236599;72.77179221548025;34.25513598121698
9;12;12;12;2;2.0;1.0;5.0;22.0;0.0;2;37.5625;51.07333333333333;34.25513598121698
7;19;34;247;8;3.0;3.0;5.0;160.0;50.0;6;67.61974944731024;72.77179221548025;87.29660587639312
18;40;70;247;5;1.0;2.0;4.0;200.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
17;33;54;134;4;1.0;1.0;2.0;75.0;40.0;2;82.51466666666667;72.77179221548025;87.29660587639312
30;60;90;365;2;2.0;1.0;1.0;100.0;20.0;1;67.61974944731024;72.77179221548025;87.29660587639312
0;5;35;310;2;1.0;1.0;1.0;25.0;15.0;1;67.61974944731024;72.77179221548025;34.25513598121698
12;28;58;333;4;1.0;0.0;2.0;50.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
12;32;51;310;4;1.0;1.0;2.0;99.0;30.0;2;78.0656192236599;72.77179221548025;87.29660587639312
9;36;63;338;4;1.0;1.0;1.0;75.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
1;5;11;221;2;1.0;1.0;1.0;20.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
5;13;25;135;2;1.0;1.0;1.0;57.0;12.0;2;78.0656192236599;72.77179221548025;87.29660587639312
30;60;90;365;1;1.0;1.0;1.0;70.0;0.0;1;38.0;36.6605504587156;34.25513598121698
20;50;62;337;6;1.0;2.0;3.0;120.0;50.0;2;82.55238095238096;71.9791013584117;87.29660587639312
0;25;52;327;2;1.0;1.0;2.0;18.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
6;20;30;261;5;1.0;2.0;3.0;180.0;50.0;2;78.0656192236599;72.77179221548025;87.29660587639312
12;42;72;347;2;1.0;1.0;2.0;55.0;30.0;1;60.342919153553986;72.77179221548025;87.29660587639312
14;44;72;73;1;1.0;1.0;2.0;35.0;0.0;1;57.316901408450704;71.9791013584117;34.25513598121698
1;14;44;210;4;1.0;1.0;1.0;50.0;0.0;1;29.7;66.16144578313254;87.29660587639312
6;19;36;125;6;1.0;3.0;4.0;99.0;30.0;1;67.61974944731024;72.77179221548025;87.29660587639312
6;17;32;119;3;1.0;1.0;1.0;43.0;25.0;2;67.61974944731024;72.77179221548025;87.29660587639312
12;34;61;336;4;1.0;1.0;2.0;68.0;30.0;2;57.316901408450704;71.9791013584117;87.29660587639312
2;8;33;308;3;1.0;1.0;1.0;48.0;20.0;2;60.342919153553986;72.77179221548025;87.29660587639312
20;50;80;355;4;1.0;1.0;1.0;150.0;0.0;1;78.0656192236599;72.77179221548025;87.29660587639312
0;0;0;249;4;1.0;1.0;1.0;175.0;0.0;1;59.791666666666664;52.2472647702407;87.29660587639312
0;0;15;15;1;1.0;1.0;1.0;17.0;0.0;1;53.4264705882353;85.65113636363637;34.25513598121698
6;18;33;299;6;2.0;2.0;3.0;300.0;70.0;3;78.0656192236599;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;30.0;0.0;1;47.87931034482759;36.6605504587156;87.29660587639312
2;11;41;316;2;1.0;1.0;2.0;18.0;5.0;1;48.46524064171123;85.65113636363637;34.25513598121698
10;32;48;310;4;1.0;1.0;1.0;70.0;0.0;1;56.62637362637363;71.9791013584117;87.29660587639312
1;6;36;127;1;0.5;1.0;1.0;19.0;0.0;1;37.12562814070352;34.444148936170215;34.25513598121698
0;0;0;250;3;1.0;1.0;2.0;50.0;25.0;1;78.0656192236599;72.77179221548025;87.29660587639312
2;6;12;161;3;1.0;1.0;1.0;59.0;0.0;1;60.342919153553986;72.77179221548025;87.29660587639312
13;43;73;348;11;3.0;4.0;9.0;23.0;30.0;1;82.39354838709677;71.9791013584117;34.25513598121698
0;0;0;0;4;1.0;1.0;1.0;50.0;0.0;1;36.888888888888886;39.35897435897436;87.29660587639312
7;18;40;130;4;1.0;1.0;2.0;50.0;25.0;2;60.342919153553986;72.77179221548025;87.29660587639312
0;0;4;279;2;1.0;0.0;1.0;79.0;0.0;1;82.51466666666667;72.77179221548025;87.29660587639312
14;44;71;346;4;1.0;0.0;2.0;59.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
29;59;89;364;4;2.0;1.0;3.0;80.0;15.0;1;57.19607843137255;70.86238532110092;34.25513598121698
16;46;76;351;2;1.0;1.0;1.0;52.0;0.0;1;45.306451612903224;52.2472647702407;34.25513598121698
4;19;31;302;3;1.0;1.0;2.0;20.0;10.0;1;32.53225806451613;34.444148936170215;34.25513598121698
0;0;5;280;2;3.0;1.0;1.0;20.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
8;36;54;328;5;1.0;2.0;2.0;54.0;0.0;2;58.56521739130435;70.86238532110092;87.29660587639312
14;44;74;349;6;2.0;4.0;6.0;23.0;25.0;1;33.410714285714285;46.363751584283904;34.25513598121698
18;46;76;351;7;2.0;3.0;5.0;160.0;70.0;3;72.94174757281553;71.9791013584117;87.29660587639312
0;0;0;0;7;2.5;3.0;4.0;165.0;50.0;4;60.342919153553986;72.77179221548025;87.29660587639312
7;37;67;342;1;1.0;1.0;1.0;20.0;0.0;1;35.445945945945944;39.63456090651558;34.25513598121698
6;24;46;46;5;1.0;2.0;3.0;85.0;25.0;2;82.51466666666667;72.77179221548025;87.29660587639312
13;43;73;348;3;1.0;2.0;2.0;95.0;0.0;1;68.84;66.16144578313254;87.29660587639312
0;0;0;234;4;1.0;1.0;2.0;79.0;15.0;2;78.90445859872611;72.77179221548025;87.29660587639312
0;0;0;6;5;2.0;2.0;3.0;145.0;0.0;1;82.51466666666667;72.77179221548025;87.29660587639312
10;37;63;338;4;1.0;1.0;2.0;72.0;25.0;1;67.61974944731024;72.77179221548025;87.29660587639312
29;59;61;312;2;1.0;1.0;2.0;16.0;0.0;1;55.23684210526316;39.63456090651558;29.853403141361255
18;47;76;341;6;2.0;2.0;4.0;500.0;0.0;4;82.51466666666667;72.77179221548025;87.29660587639312
4;16;34;309;3;1.0;1.0;1.0;72.0;50.0;2;60.342919153553986;72.77179221548025;87.29660587639312
6;23;39;276;2;1.0;0.0;1.0;75.0;40.0;1;78.90445859872611;72.77179221548025;87.29660587639312
7;37;67;342;1;1.0;1.0;1.0;19.0;0.0;1;48.46524064171123;85.65113636363637;34.25513598121698
8;24;38;310;6;1.0;1.0;2.0;80.0;0.0;3;78.90445859872611;72.77179221548025;87.29660587639312
24;54;84;359;3;1.0;1.0;2.0;65.0;0.0;2;58.56521739130435;70.86238532110092;87.29660587639312
30;60;90;90;2;1.0;1.0;1.0;30.0;0.0;1;24.733333333333334;34.444148936170215;34.25513598121698
13;22;44;319;2;1.0;0.0;1.0;90.0;40.0;1;82.51466666666667;72.77179221548025;87.29660587639312
25;55;85;360;4;1.0;2.0;3.0;69.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
14;38;63;255;4;1.0;1.0;2.0;119.0;0.0;1;85.58936170212766;72.77179221548025;87.29660587639312
8;24;33;33;2;1.0;1.0;2.0;35.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
11;25;43;245;4;1.0;1.0;2.0;60.0;15.0;1;44.75;57.39890710382514;87.29660587639312
9;17;35;310;5;1.0;1.0;3.0;70.0;15.0;2;60.342919153553986;72.77179221548025;87.29660587639312
15;39;64;249;5;1.0;2.0;5.0;72.0;30.0;2;85.58936170212766;72.77179221548025;87.29660587639312
25;54;84;359;9;1.5;3.0;9.0;85.0;30.0;3;48.46524064171123;85.65113636363637;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;39.0;20.0;1;48.46524064171123;85.65113636363637;87.29660587639312
4;21;49;321;2;1.0;1.0;1.0;20.0;0.0;1;38.40425531914894;57.39890710382514;34.25513598121698
26;56;86;361;2;1.0;1.0;1.0;40.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
30;60;90;365;1;1.0;1.0;1.0;25.0;0.0;1;63.89090909090909;73.31741573033707;34.25513598121698
4;20;50;50;6;1.0;3.0;6.0;150.0;50.0;1;75.41904761904762;70.86238532110092;87.29660587639312
2;14;25;290;2;1.0;1.0;1.0;30.0;9.0;1;78.0656192236599;72.77179221548025;34.25513598121698
6;16;30;241;4;1.0;0.0;2.0;62.0;0.0;2;52.86641221374046;46.363751584283904;87.29660587639312
3;9;33;304;2;1.0;1.0;1.0;40.0;10.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;0;14;289;4;1.0;1.0;2.0;60.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;45.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
8;26;52;327;1;1.0;1.0;1.0;23.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
9;9;9;47;4;2.0;1.0;2.0;35.0;0.0;2;78.90445859872611;72.77179221548025;34.25513598121698
12;20;32;307;6;2.0;2.0;6.0;140.0;30.0;4;78.90445859872611;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;30.0;0.0;1;84.93013100436681;85.65113636363637;34.25513598121698
30;60;90;365;2;1.5;1.0;1.0;35.0;0.0;1;49.3;39.35897435897436;34.25513598121698
0;6;13;264;2;1.0;1.0;1.0;25.0;15.0;1;67.61974944731024;72.77179221548025;34.25513598121698
2;8;31;283;5;2.0;2.0;5.0;170.0;60.0;3;84.93013100436681;85.65113636363637;87.29660587639312
6;30;60;335;2;1.0;1.0;1.0;36.0;20.0;1;82.51466666666667;72.77179221548025;34.25513598121698
0;30;60;335;2;1.0;0.0;1.0;60.0;20.0;1;59.791666666666664;52.2472647702407;87.29660587639312
10;31;59;302;4;1.0;0.0;1.0;50.0;0.0;2;45.306451612903224;52.2472647702407;87.29660587639312
2;10;36;311;4;1.0;1.0;1.0;59.0;20.0;2;78.0656192236599;72.77179221548025;87.29660587639312
24;54;82;357;4;1.0;1.0;4.0;25.0;0.0;1;85.58936170212766;72.77179221548025;34.25513598121698
0;0;0;97;3;1.0;2.0;2.0;42.0;25.0;2;45.75555555555555;51.07333333333333;87.29660587639312
30;60;90;365;2;;1.0;;74.0;0.0;1;55.97435897435897;51.07333333333333;34.25513598121698
6;22;45;191;2;1.0;0.0;1.0;39.0;20.0;2;67.61974944731024;72.77179221548025;87.29660587639312
7;27;52;327;5;1.0;1.0;3.0;92.0;20.0;1;85.58936170212766;72.77179221548025;87.29660587639312
27;57;87;362;1;3.0;1.0;1.0;35.0;0.0;1;85.58936170212766;72.77179221548025;34.25513598121698
0;0;0;0;1;1.0;1.0;1.0;20.0;0.0;1;56.62637362637363;71.9791013584117;34.25513598121698
0;0;0;0;2;1.0;1.0;2.0;70.0;30.0;2;67.61974944731024;72.77179221548025;87.29660587639312
8;23;53;111;2;1.0;1.0;1.0;44.0;25.0;2;78.0656192236599;72.77179221548025;87.29660587639312
4;12;38;240;2;1.0;1.0;1.0;75.0;30.0;1;85.58936170212766;72.77179221548025;34.25513598121698
1;1;6;96;2;1.0;0.0;1.0;75.0;28.0;2;85.58936170212766;72.77179221548025;87.29660587639312
0;0;0;0;2;1.0;1.0;1.0;50.0;0.0;1;49.3;39.35897435897436;34.25513598121698
0;0;0;45;2;1.0;1.0;1.0;43.0;0.0;1;82.55238095238096;71.9791013584117;34.25513598121698
14;34;61;151;2;1.0;1.0;1.0;50.0;0.0;1;67.61974944731024;72.77179221548025;34.25513598121698
0;0;0;257;4;1.0;2.0;2.0;206.0;250.0;1;116.19791666666667;85.65113636363637;87.29660587639312
0;0;0;97;2;1.0;;;35.0;0.0;1;53.4264705882353;85.65113636363637;34.25513598121698
0;3;3;3;2;1.0;1.0;1.0;30.0;10.0;1;60.342919153553986;72.77179221548025;34.25513598121698
7;19;38;307;2;1.0;0.0;1.0;54.0;30.0;2;78.0656192236599;72.77179221548025;87.29660587639312
6;18;26;72;5;2.0;2.0;4.0;72.0;0.0;1;52.5;66.16144578313254;87.29660587639312
6;36;66;341;2;1.0;1.0;1.0;45.0;10.0;1;67.61974944731024;72.77179221548025;34.25513598121698
15;36;58;328;1;1.0;1.0;1.0;40.0;0.0;1;82.39354838709677;71.9791013584117;34.25513598121698
24;54;84;174;2;1.0;2.0;2.0;23.0;20.0;1;64.08641975308642;52.2472647702407;34.25513598121698
5;15;31;293;4;1.0;1.0;2.0;50.0;25.0;5;67.61974944731024;72.77179221548025;87.29660587639312
27;57;87;362;2;1.0;1.0;1.0;20.0;0.0;1;78.0656192236599;72.77179221548025;34.25513598121698
30;60;90;91;2;1.0;1.0;1.0;39.0;0.0;1;78.90445859872611;72.77179221548025;34.25513598121698
6;6;19;291;2;1.0;1.0;1.0;38.0;0.0;1;45.717241379310344;46.363751584283904;34.25513598121698
5;16;46;47;1;2.0;1.0;1.0;12.0;0.0;1;21.833333333333332;35.46875;34.25513598121698
9;27;40;288;1;2.0;1.0;1.0;26.0;10.0;1;78.90445859872611;72.77179221548025;34.25513598121698
1;19;42;42;1;1.0;1.0;1.0;29.0;0.0;1;58.56521739130435;70.86238532110092;34.25513598121698
4;28;28;28;2;1.0;1.0;1.0;28.0;0.0;1;60.342919153553986;72.77179221548025;34.25513598121698
20;50;80;355;2;1.0;1.0;1.0;25.0;6.0;1;60.342919153553986;72.77179221548025;34.25513598121698
12;42;68;130;1;1.0;1.0;1.0;25.0;10.0;1;35.445945945945944;39.63456090651558;34.25513598121698
24;54;84;85;2;2.0;1.0;1.0;34.0;15.0;1;50.0;39.63456090651558;34.25513598121698
20;50;80;355;1;1.0;1.0;1.0;16.0;0.0;1;36.888888888888886;39.35897435897436;34.25513598121698
4;12;30;294;3;1.0;1.0;1.0;65.0;35.0;2;60.342919153553986;72.77179221548025;87.29660587639312
